Position,Track Name,Artist,Streams,date,region,spotify_id
171,I.F.L.Y.,Bazzi,711472,2020-01-07,global,4a6q8CR2hzLk2plDkSxkfD
172,Calma - Remix,Pedro Capó,711428,2020-01-07,global,5iwz1NiezX7WWjnCgY5TH4
173,i'm so tired...,Lauv,708471,2020-01-07,global,6H568VnZWTitazwFTwVSd8
174,2002,Anne-Marie,707197,2020-01-07,global,2BgEsaKNfHUdlh97KmvFyo
175,Moonlight,XXXTENTACION,707112,2020-01-07,global,0JP9xo3adEtGSdUEISiszL
176,Start Wit Me (feat. Gunna),Roddy Ricch,706659,2020-01-07,global,7A20WnLkjtZU2d7hIB6Ziu
177,Closer,The Chainsmokers,706435,2020-01-07,global,7BKLCZ1jbUBVqRi2FVlTVw
178,Pa' Olvidarme De Ella,Piso 21,706393,2020-01-07,global,1cVlW9WQiGlFdWUXFdFZGh
179,God's Plan,Drake,702774,2020-01-07,global,6DCZcSspjsKoFjzjrWoCdn
180,Post Malone (feat. RANI),Sam Feldt,701121,2020-01-07,global,36orMWv2PgvnzXsd5CJ0yL
181,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,701109,2020-01-07,global,7ntUbTIwmwOD6ygCMRZT6e
182,Something Just Like This,The Chainsmokers,696012,2020-01-07,global,6RUKPb4LETWmmr3iAEQktW
183,Going Bad (feat. Drake),Meek Mill,695603,2020-01-07,global,2IRZnDFmlqMuOrYOLnZZyc
184,Death,Trippie Redd,692412,2020-01-07,global,3Kd6Wp3lG5HXMB2dlvuy7y
185,Never Really Over,Katy Perry,691910,2020-01-07,global,5PYQUBXc7NYeI1obMKSJK0
186,GOODMORNINGTOKYO!,TOKYO’S REVENGE,691232,2020-01-07,global,0Q2n5yzl2XRqYbV77tZNYp
187,wish you were gay,Billie Eilish,678748,2020-01-07,global,3Fj47GNK2kUF0uaEDgXLaD
188,Thunder,Imagine Dragons,676465,2020-01-07,global,1zB4vmk8tFRmM9UULNzbLB
189,One Kiss (with Dua Lipa),Calvin Harris,670675,2020-01-07,global,7ef4DlsgrMEH11cDZd32M6
190,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,670569,2020-01-07,global,4Yxc55NX3tAXC2mHRAhtcW
191,Photograph,Ed Sheeran,669245,2020-01-07,global,6fxVffaTuwjgEk5h9QyRjy
192,Better,Khalid,664048,2020-01-07,global,6zeeWid2sgw4lap2jV61PZ
193,All Girls Are The Same,Juice WRLD,662492,2020-01-07,global,4VXIryQMWpIdGgYR4TrjT1
194,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,660950,2020-01-07,global,0KoiMHhqKLoL4xM54rcWYY
195,Roller,Apache 207,660034,2020-01-07,global,6hw1Sy9wZ8UCxYGdpKrU6M
196,i love you,Billie Eilish,659335,2020-01-07,global,6CcJMwBtXByIz4zQLzFkKc
197,Infeliz,Arcangel,658725,2020-01-07,global,4z6wo6PJG4Fve45OXK6D9m
198,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,657916,2020-01-07,global,6ztvsy3C6hPjVg9j4x1XKJ
199,One Thing Right,Marshmello,657343,2020-01-07,global,4hPpVbbakQNv8YTHYaOJP4
200,The Less I Know The Better,Tame Impala,656780,2020-01-07,global,6K4t31amVTZDgR3sKmwUJJ
1,The Box,Roddy Ricch,2803477,2020-01-07,us,0nbXyq5TXYPCO7pr3N8S4I
2,ROXANNE,Arizona Zervas,1341710,2020-01-07,us,696DnlkuDOXcMAnKlTgXXK
3,Circles,Post Malone,1188573,2020-01-07,us,21jGcNKet2qwijlDFuPiPb
4,Yummy,Justin Bieber,1181125,2020-01-07,us,41L3O37CECZt3N7ziG2z7l
5,BOP,DaBaby,1160677,2020-01-07,us,6Ozh9Ok6h4Oi1wUSLtBseN
6,Falling,Trevor Daniel,1034410,2020-01-07,us,4TnjEaWOeW0eKTKIEvJyCa
7,Futsal Shuffle 2020,Lil Uzi Vert,1020927,2020-01-07,us,2Ec33AVlkTTq8BHFgBTdQs
8,Dance Monkey,Tones And I,996631,2020-01-07,us,1rgnBhdG2JDFTbYkYRZAku
9,Bandit (with YoungBoy Never Broke Again),Juice WRLD,992080,2020-01-07,us,6Gg1gjgKi2AK4e0qzsR7sd
10,everything i wanted,Billie Eilish,897379,2020-01-07,us,3ZCTVFBt2Brf31RLEnCkWJ
11,Ballin' (with Roddy Ricch),Mustard,885993,2020-01-07,us,3QzAOrNlsabgbMwlZt7TAY
12,Blinding Lights,The Weeknd,881808,2020-01-07,us,0sf12qNH5qcw8qpgymFOqD
13,Adore You,Harry Styles,873135,2020-01-07,us,3jjujdWJ72nww5eGnfs2E7
14,Suicidal,YNW Melly,852301,2020-01-07,us,1iSqfoUFnQwV0QW1EfUit8
15,My Oh My (feat. DaBaby),Camila Cabello,801751,2020-01-07,us,3yOlyBJuViE2YSGn3nVE1K
16,Don't Start Now,Dua Lipa,752567,2020-01-07,us,6WrI0LAC5M1Rw2MnX2ZvEg
17,VIBEZ,DaBaby,714342,2020-01-07,us,0fySG6A6qLE8IvDpayb5bM
18,No Idea,Don Toliver,704935,2020-01-07,us,3VyjsVV24RmBIbWJAeUJNu
19,Watermelon Sugar,Harry Styles,703835,2020-01-07,us,6UelLqGlWMcVH1E5c4H7lY
20,hot girl bummer,blackbear,701097,2020-01-07,us,7aiClxsDWFRQ0Kzk5KI5ku
21,Someone You Loved,Lewis Capaldi,694368,2020-01-07,us,7qEHsqek33rTcFNT9PFqLf
22,OUT WEST (feat. Young Thug),JACKBOYS,690194,2020-01-07,us,6gi6y1xwmVszDWkUqab1qw
23,Heartless,The Weeknd,688977,2020-01-07,us,57vxBYXtHMk6H1aD29V7PU
24,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,674857,2020-01-07,us,0RiRZpuVRbi7oqRdSMwhQY
25,HIGHEST IN THE ROOM,Travis Scott,672037,2020-01-07,us,3eekarcy7kvN4yt5ZFzltW
26,Woah,Lil Baby,669096,2020-01-07,us,598yNsG1JFrGd4n2kMoz7F
27,SUGAR,BROCKHAMPTON,643955,2020-01-07,us,6U0FIYXCQ3TGrk4tFpLrEA
28,Memories,Maroon 5,641805,2020-01-07,us,2b8fOow8UzyDFAE27YhOZM
29,Lose You To Love Me,Selena Gomez,616046,2020-01-07,us,1HfMVBKM75vxSfsQ5VefZ5
30,Suge,DaBaby,579933,2020-01-07,us,2gwkD6igEhQbDQegRCcdoB
31,Lucid Dreams,Juice WRLD,574568,2020-01-07,us,285pBltuF7vW8TeWk8hdRR
32,Say So,Doja Cat,574211,2020-01-07,us,3Dv1eDb0MEgF93GpLXlucZ
33,Robbery,Juice WRLD,551912,2020-01-07,us,6Hj9jySrnFppAI0sEMCZpJ
34,bad guy,Billie Eilish,550454,2020-01-07,us,2Fxmhks0bxGSBdJ92vM42m
35,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,528427,2020-01-07,us,7h0d2h0fUmzbs7zeFigJPn
36,Ransom,Lil Tecca,517221,2020-01-07,us,1lOe9qE0vR9zwWQAOk6CoO
37,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,512696,2020-01-07,us,2FvD20Z8aoWIePi7PoN8sG
38,Falling,Harry Styles,502556,2020-01-07,us,1ZMiCix7XSAbfAJlEZWMCp
39,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,494094,2020-01-07,us,4ea9w8c4ROqiZpJVhfBA3m
40,"10,000 Hours (with Justin Bieber)",Dan + Shay,490804,2020-01-07,us,2wrJq5XKLnmhRXHIAf9xBa
41,Señorita,Shawn Mendes,490037,2020-01-07,us,6v3KW9xbzN5yKLt9YKDYA2
42,Money In The Grave (Drake ft. Rick Ross),Drake,490020,2020-01-07,us,5ry2OE6R2zPQFDO85XkgRb
43,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,487792,2020-01-07,us,7ntUbTIwmwOD6ygCMRZT6e
44,Truth Hurts,Lizzo,486640,2020-01-07,us,5qmq61DAAOUaW8AUo8xKhh
45,Stuck In A Dream (feat. Gunna),Lil Mosey,485768,2020-01-07,us,7iHHxY2NLlJRAmlAmC4ahQ
46,223's (feat. 9lokknine),YNW Melly,481781,2020-01-07,us,29ZXwWOOLz9t5fa3eT3i7T
47,Start Wit Me (feat. Gunna),Roddy Ricch,478578,2020-01-07,us,7A20WnLkjtZU2d7hIB6Ziu
48,Goodbyes (Feat. Young Thug),Post Malone,474927,2020-01-07,us,6vBdBCoOhKHiYDDOcorfNo
49,No Guidance (feat. Drake),Chris Brown,471368,2020-01-07,us,6XHVuErjQ4XNm6nDPVCxVX
50,Death,Trippie Redd,452271,2020-01-07,us,3Kd6Wp3lG5HXMB2dlvuy7y
51,MIDDLE CHILD,J. Cole,449341,2020-01-07,us,2JvzF1RMd7lE3KmFlsyZD8
52,Yellow Hearts,Ant Saunders,445474,2020-01-07,us,2W4yABdLc4Jnds67Poi5Nl
53,Make No Sense,YoungBoy Never Broke Again,438186,2020-01-07,us,6klLvorLoo1sxvZcjJIY8I
54,Wow.,Post Malone,435090,2020-01-07,us,7xQAfvXzm3AkraOtGPWIZg
55,Had Enough (feat. Quavo & Offset),Don Toliver,426407,2020-01-07,us,2jrAaawDRCn1JjeouxAyDN
56,ORANGE SODA,Baby Keem,420760,2020-01-07,us,5FkoSXiJPKTNyYgALRJFhD
57,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,420064,2020-01-07,us,6ztvsy3C6hPjVg9j4x1XKJ
58,Peta (feat. Meek Mill),Roddy Ricch,417226,2020-01-07,us,4bl1HBZliBuYpFZjWgefE4
59,July,Noah Cyrus,412860,2020-01-07,us,5a6pdCHlWS2ekOOQ70QnAr
60,GOODMORNINGTOKYO!,TOKYO’S REVENGE,412172,2020-01-07,us,0Q2n5yzl2XRqYbV77tZNYp
61,Camelot,NLE Choppa,403473,2020-01-07,us,4sWuPniHClkInYAnzXAYUF
62,when the party's over,Billie Eilish,402259,2020-01-07,us,43zdsphuZLzwA9k4DJhU0I
63,High Fashion (feat. Mustard),Roddy Ricch,402004,2020-01-07,us,07KXEDMj78x68D884wgVEm
64,Lights Up,Harry Styles,398153,2020-01-07,us,4jAIqgrPjKLTY9Gbez25Qb
65,Baby (Lil Baby feat. DaBaby),Quality Control,392233,2020-01-07,us,5MPPttjfGap2C6j6eKcO6J
66,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,382010,2020-01-07,us,7CZyCXKG6d5ALeq41sLzbw
67,All Girls Are The Same,Juice WRLD,379171,2020-01-07,us,4VXIryQMWpIdGgYR4TrjT1
68,Tusa,KAROL G,378747,2020-01-07,us,7k4t7uLgtOxPwTpFmtJNTY
69,VALENTINO,24kGoldn,377954,2020-01-07,us,6piAUJJQFD8oHDUr0b7l7q
70,SLOW DANCING IN THE DARK,Joji,376126,2020-01-07,us,0rKtyWc8bvkriBthvHKY8d
71,If the World Was Ending - feat. Julia Michaels,JP Saxe,374975,2020-01-07,us,2kJwzbxV2ppxnQoYw4GLBZ
72,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,373561,2020-01-07,us,4Yxc55NX3tAXC2mHRAhtcW
73,The London (feat. J. Cole & Travis Scott),Young Thug,370682,2020-01-07,us,3s4mrPrEFFPF0LmAfutW0n
74,Before You Go,Lewis Capaldi,367352,2020-01-07,us,2gMXnyrvIjhVBUZwvLZDMP
75,lovely (with Khalid),Billie Eilish,364821,2020-01-07,us,0u2P5u6lvoDfwTYjAADbn4
76,Hate Me (with Juice WRLD),Ellie Goulding,363256,2020-01-07,us,6kls8cSlUyHW2BUOkDJIZE
77,SICKO MODE,Travis Scott,361941,2020-01-07,us,2xLMifQCjDGFmkHkpNLD9h
78,Legends,Juice WRLD,360556,2020-01-07,us,1Knctxx9vGZxpZfF66BIEa
79,Pop Out (feat. Lil Tjay),Polo G,358877,2020-01-07,us,6uFn47ACjqYkc0jADwEdj1
80,Going Bad (feat. Drake),Meek Mill,358854,2020-01-07,us,2IRZnDFmlqMuOrYOLnZZyc
81,Drip Too Hard (Lil Baby & Gunna),Lil Baby,354971,2020-01-07,us,78QR3Wp35dqAhFEc2qAGjE
82,FML,Arizona Zervas,351029,2020-01-07,us,6lruHh1jF7ezgbLv72xYmf
83,How Do You Sleep?,Sam Smith,350297,2020-01-07,us,6b2RcmUt1g9N9mQ3CbjX2Y
84,Graveyard,Halsey,348070,2020-01-07,us,6V9fHiv84WlVTg7CSnIVY2
85,Murder On My Mind,YNW Melly,348025,2020-01-07,us,7eBqSVxrzQZtK2mmgRG6lC
86,7 rings,Ariana Grande,343888,2020-01-07,us,6ocbgoVGwYJhOv1GgI9NsF
87,Beautiful People (feat. Khalid),Ed Sheeran,341981,2020-01-07,us,70eFcWOvlMObDhURTqT4Fv
88,WHAT TO DO? (feat. Don Toliver),JACKBOYS,341739,2020-01-07,us,4AO1XhrgJczQ9bNVxdfKQe
89,Let Me Know (I Wonder Why Freestyle),Juice WRLD,333950,2020-01-07,us,3wwo0bJvDSorOpNfzEkfXx
90,GANG GANG,JACKBOYS,333788,2020-01-07,us,6uJONCdr2rC65BNmCnTBWK
91,Into the Unknown,Idina Menzel,333559,2020-01-07,us,3Z0oQ8r78OUaHvGPiDBR3W
92,F.N,Lil Tjay,333319,2020-01-07,us,0RLLvYBopDwooCyvnTwgYu
93,Maniac,Conan Gray,333057,2020-01-07,us,7hpJ9tATWb2vztlq99hERP
94,Enemies (feat. DaBaby),Post Malone,331718,2020-01-07,us,0Xek5rqai2jcOWCYWJfVCF
95,RITMO (Bad Boys For Life),Black Eyed Peas,331266,2020-01-07,us,6cy3ki60hLwimwIje7tALf
96,Vete,Bad Bunny,329310,2020-01-07,us,5DxXgozhkPLgrbKFY91w0c
97,Hot (feat. Gunna),Young Thug,327445,2020-01-07,us,5Z8HZM6iQMhhqyPcCGY5g9
98,EARFQUAKE,"Tyler, The Creator",327283,2020-01-07,us,5hVghJ4KaYES3BFUATCYn0
99,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,326344,2020-01-07,us,1wJRveJZLSb1rjhnUHQiv6
100,Up All Night,Khalid,324691,2020-01-07,us,1mpD5Q8IM32I4bF6eCpU74
101,6 Kiss,Trippie Redd,323202,2020-01-07,us,7tgjDlQsMR8RvkdlNCJA58
102,Trampoline,SHAED,321785,2020-01-07,us,4HBvwhhYo7YiYXkUDrOHzS
103,Heartless (feat. Morgan Wallen),Diplo,321539,2020-01-07,us,0rFQ5cKYJ9WtHSKp9sxVYt
104,Immortal,21 Savage,320662,2020-01-07,us,4IO8X9W69dIQe0EC5ALXhq
105,Panini,Lil Nas X,320107,2020-01-07,us,1000nHvUdawXuUHgBod4Wv
106,Hop Off A Jet (feat. Travis Scott),Young Thug,318238,2020-01-07,us,3RZftiuTcLOqpsd8ZlwNhr
107,One Man Band,Old Dominion,316944,2020-01-07,us,08dFHFTx6r67MTsYn5ilDR
108,Talk (feat. Disclosure),Khalid,316718,2020-01-07,us,6TqXcAFInzjp0bODyvrWEq
109,Juicy,Doja Cat,316082,2020-01-07,us,7f5trao56t7sB7f14QDTmp
110,Cash Shit (feat. DaBaby),Megan Thee Stallion,313732,2020-01-07,us,2rMAtCaTj16NptyVfEIeAC
111,I Don't Care (with Justin Bieber),Ed Sheeran,310859,2020-01-07,us,0hVXuCcriWRGvwMV1r5Yn9
112,I Fall Apart,Post Malone,309386,2020-01-07,us,75ZvA4QfFiZvzhj2xkaWAh
113,rockstar (feat. 21 Savage),Post Malone,309118,2020-01-07,us,0e7ipj03S05BNilyu5bRzt
114,Lalala,Y2K,307721,2020-01-07,us,51Fjme0JiitpyXKuyQiCDo
115,Heart On Ice,Rod Wave,307343,2020-01-07,us,6fWa5CRgy0z30OeGZyMBvD
116,Better Now,Post Malone,306449,2020-01-07,us,7dt6x5M1jzdTEt8oCbisTK
117,SAD!,XXXTENTACION,306415,2020-01-07,us,3ee8Jmje8o58CHK66QrVC2
118,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,305956,2020-01-07,us,07Oz5StQ7GRoygNLaXs2pd
119,Sucker,Jonas Brothers,300119,2020-01-07,us,22vgEDb5hykfaTwLuskFGD
120,Somebody,Internet Money,297272,2020-01-07,us,735RSTb2xbtWbDtKD9XDYi
121,Sanguine Paradise,Lil Uzi Vert,294742,2020-01-07,us,3XiNC94b4Tq1xwv70sQJGN
122,Happier,Marshmello,292554,2020-01-07,us,2dpaYNEQHiRxtZbfNsse99
123,Jocelyn Flores,XXXTENTACION,288760,2020-01-07,us,7m9OqQk4RVRkw9JJdeAw96
124,Armed And Dangerous,Juice WRLD,288568,2020-01-07,us,5wujBwqG7INdStqGd4tRMX
125,UP THE SMOKE (with Offset),Stunna 4 Vegas,286927,2020-01-07,us,09TZsMHXEtQkdmMJZPLKup
126,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,286632,2020-01-07,us,4vUmTMuQqjdnvlZmAH61Qk
127,Old Town Road - Remix,Lil Nas X,286597,2020-01-07,us,2YpeDb67231RjR0MgVLzsG
128,One Thing Right,Marshmello,286301,2020-01-07,us,4hPpVbbakQNv8YTHYaOJP4
129,20/20,Lil Tjay,285874,2020-01-07,us,4Hqh0dS4x07zuRw6eBTO7p
130,Mean It,Lauv,284870,2020-01-07,us,5ACkb3CikcSZPF0h7FSZAp
131,Without Me,Halsey,279657,2020-01-07,us,5p7ujcrUXASCNwRaWNHR1C
132,It's You,Ali Gatie,278953,2020-01-07,us,5DqdesEfbRyOlSS3Tf6c29
133,Eastside (with Halsey & Khalid),benny blanco,276746,2020-01-07,us,7FGq80cy8juXBCD2nrqdWU
134,Ransom (with Juice WRLD) - Remix,Lil Tecca,276736,2020-01-07,us,2WsuSYJNXGKXVYkHPnq2yp
135,ocean eyes,Billie Eilish,275866,2020-01-07,us,2uIX8YMNjGMD7441kqyyNU
136,XO Tour Llif3,Lil Uzi Vert,275213,2020-01-07,us,7GX5flRQZVHRAGd6B4TmDO
137,Speechless,Dan + Shay,273961,2020-01-07,us,3GJ4hzg4lrGwU51Y3VARbF
138,Hot Shower,Chance the Rapper,273912,2020-01-07,us,00ko9WaS4jOX1kEk3gvHjf
139,Lean Wit Me,Juice WRLD,273871,2020-01-07,us,3oDkdAySo1VQQG0ptV7uwa
140,Panini - DaBaby Remix,Lil Nas X,272321,2020-01-07,us,4SDgTLDYrJ2UrHbkRkg7MD
141,goosebumps,Travis Scott,272226,2020-01-07,us,6gBFPUFcJLzWGx4lenP6h2
142,How I Move (feat. Lil Baby),Flipp Dinero,269567,2020-01-07,us,14X1WxiHXdVRJ99cMCBzOE
143,Pure Water (with Migos),Mustard,268669,2020-01-07,us,3j84U36KvLeXNDPv4t5pI8
144,BEST ON EARTH (feat. BIA) - Bonus,Russ,268510,2020-01-07,us,2Xo3rLHjXfdb4avN68aQyi
145,Love Me More,Trippie Redd,268118,2020-01-07,us,6uYgCE2OEulOw5zhHvZsHf
146,"thank u, next",Ariana Grande,266041,2020-01-07,us,3e9HZxeyfWwjeyPAMmWSSQ
147,Beautiful Crazy,Luke Combs,265987,2020-01-07,us,2rxQMGVafnNaRaXlRMWPde
148,Better,Khalid,263648,2020-01-07,us,6zeeWid2sgw4lap2jV61PZ
149,Look At Her Now,Selena Gomez,261346,2020-01-07,us,4yI3HpbSFSgFZtJP2kDe5m
150,You Need To Calm Down,Taylor Swift,260528,2020-01-07,us,6RRNNciQGZEXnqk8SQ9yv5
151,Bad Bad Bad (feat. Lil Baby),Young Thug,258334,2020-01-07,us,1GeNui6m825V8jP4uKiIaH
152,Slide,H.E.R.,257570,2020-01-07,us,2rTnVB1bvwxHtaIl4uVu7f
153,The Less I Know The Better,Tame Impala,256928,2020-01-07,us,6K4t31amVTZDgR3sKmwUJJ
154,bury a friend,Billie Eilish,253864,2020-01-07,us,4SSnFejRGlZikf02HLewEF
155,Moonlight,XXXTENTACION,253625,2020-01-07,us,0JP9xo3adEtGSdUEISiszL
156,Faucet Failure,Ski Mask The Slump God,252077,2020-01-07,us,1ThmUihH9dF8EV08ku5AXN
157,Did It Again,Lil Tecca,249515,2020-01-07,us,4guBZjUyrGoHsTahO3IHdj
158,Fuck Love (feat. Trippie Redd),XXXTENTACION,249476,2020-01-07,us,7AQim7LbvFVZJE3O8TYgf2
159,Millions,Young Thug,249000,2020-01-07,us,43YQDj1KOPMFAUcTEPKy4p
160,Envy Me,Calboy,248249,2020-01-07,us,7rvyVWja33WG9R97oeJAjx
161,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,247633,2020-01-07,us,5BJMeoCXXgbRAWfp6fTulr
162,Cherry,Harry Styles,247388,2020-01-07,us,2IOFZdYYkFxEHVz1w34PoL
163,Yes Indeed,Lil Baby,247055,2020-01-07,us,6vN77lE9LK6HP2DewaN6HZ
164,Golden,Harry Styles,246708,2020-01-07,us,45S5WTQEGOB1VHr1Q4FuPl
165,Best Part (feat. Daniel Caesar),H.E.R.,245599,2020-01-07,us,4OBZT9EnhYIV17t4pGw7ig
166,Nice To Meet Ya,Niall Horan,244397,2020-01-07,us,3cphb8kdsjElYR7r5icK3H
167,Whiskey Glasses,Morgan Wallen,243495,2020-01-07,us,6foY66mWZN0pSRjZ408c00
168,Good as Hell,Lizzo,243284,2020-01-07,us,3Yh9lZcWyKrK9GjbhuS0hR
169,I Like Me Better,Lauv,242551,2020-01-07,us,2P91MQbaiQOfbiz9VqhqKQ
170,Graduation (with Juice WRLD),benny blanco,242114,2020-01-07,us,6cjSh516BbrNUs213jDAGm
171,High Hopes,Panic! At The Disco,241804,2020-01-07,us,1rqqCSm0Qe4I9rUvWncaom
172,HUMBLE.,Kendrick Lamar,241220,2020-01-07,us,7KXjTSCq5nL1LoYtL7XAwS
173,LA CANCIÓN,J Balvin,240543,2020-01-07,us,0fea68AdmYNygeTGI4RC18
174,Dancing With A Stranger (with Normani),Sam Smith,239721,2020-01-07,us,6Qs4SXO9dwPj5GKvVOv8Ki
175,a lot,21 Savage,238759,2020-01-07,us,2t8yVaLvJ0RenpXUIAC52d
176,GATTI,JACKBOYS,238489,2020-01-07,us,40mjsnRjCpycdUw3xhS20g
177,Callaita,Bad Bunny,238109,2020-01-07,us,2TH65lNHgvLxCKXM3apjxI
178,i love you,Billie Eilish,237926,2020-01-07,us,6CcJMwBtXByIz4zQLzFkKc
179,Famous Hoes,NLE Choppa,237633,2020-01-07,us,35Xf2ABjPzUXKz19akd7Jj
180,I.F.L.Y.,Bazzi,235972,2020-01-07,us,4a6q8CR2hzLk2plDkSxkfD
181,My Type,Saweetie,234920,2020-01-07,us,5KBARWIxeMGkvUax9VtVC9
182,Noticed,Lil Mosey,234310,2020-01-07,us,7zLYKWcXnYeHHWidalz7rj
183,Tequila,Dan + Shay,234059,2020-01-07,us,42fw0rxRO2xbesF6mJfd4Y
184,Congratulations,Post Malone,233792,2020-01-07,us,3a1lNhkSLSkpJE4MSHpDu9
185,20 Min,Lil Uzi Vert,233246,2020-01-07,us,0uxSUdBrJy9Un0EYoBowng
186,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,233064,2020-01-07,us,2zjGJ0dChMR0KxBZS15aqo
187,Follow God,Kanye West,232587,2020-01-07,us,2QpGZOhTCHHiKmpSO9FW4h
188,No Role Modelz,J. Cole,231600,2020-01-07,us,62vpWI1CHwFy7tMIcSStl8
189,Never Seen the Rain,Tones And I,230609,2020-01-07,us,2grAr8pWMuLWn8ZYEE9wDV
190,The Bones,Maren Morris,230203,2020-01-07,us,3npzogdOEiVsieXmmhBepL
191,Chanel,Frank Ocean,230037,2020-01-07,us,6Nle9hKrkL1wQpwNfEkxjh
192,Saint-Tropez,Post Malone,229547,2020-01-07,us,05mDaV9Vb3wrzjF6OPZnhq
193,God's Plan,Drake,228877,2020-01-07,us,6DCZcSspjsKoFjzjrWoCdn
194,Ayy Macarena,Tyga,228464,2020-01-07,us,6LcauUZjF1eXQrgqMUecHX
195,Hollywood's Bleeding,Post Malone,226391,2020-01-07,us,7sWRlDoTDX8geTR8zzr2vt
196,wish you were gay,Billie Eilish,225962,2020-01-07,us,3Fj47GNK2kUF0uaEDgXLaD
197,1400 / 999 Freestyle,Trippie Redd,225538,2020-01-07,us,75lcPkAkUsKWHGBlGM476R
198,Youngblood,5 Seconds of Summer,224953,2020-01-07,us,2iUXsYOEPhVqEBwsqP70rE
199,Young Dumb & Broke,Khalid,224358,2020-01-07,us,5Z3GHaZ6ec9bsiI5BenrbY
200,LOYAL (feat. Drake),PARTYNEXTDOOR,223425,2020-01-07,us,5bvnqVuq7UFl0txSlHpsfS
1,Dance Monkey,Tones And I,7172395,2020-01-08,global,1rgnBhdG2JDFTbYkYRZAku
2,Yummy,Justin Bieber,5236315,2020-01-08,global,41L3O37CECZt3N7ziG2z7l
3,The Box,Roddy Ricch,4984363,2020-01-08,global,0nbXyq5TXYPCO7pr3N8S4I
4,ROXANNE,Arizona Zervas,4734690,2020-01-08,global,696DnlkuDOXcMAnKlTgXXK
5,Blinding Lights,The Weeknd,4360662,2020-01-08,global,0sf12qNH5qcw8qpgymFOqD
6,Tusa,KAROL G,4309836,2020-01-08,global,7k4t7uLgtOxPwTpFmtJNTY
7,Don't Start Now,Dua Lipa,4076675,2020-01-08,global,6WrI0LAC5M1Rw2MnX2ZvEg
8,Falling,Trevor Daniel,4051815,2020-01-08,global,4TnjEaWOeW0eKTKIEvJyCa
9,Memories,Maroon 5,3895828,2020-01-08,global,2b8fOow8UzyDFAE27YhOZM
10,Circles,Post Malone,3843427,2020-01-08,global,21jGcNKet2qwijlDFuPiPb
11,everything i wanted,Billie Eilish,3479682,2020-01-08,global,3ZCTVFBt2Brf31RLEnCkWJ
12,Señorita,Shawn Mendes,3135136,2020-01-08,global,6v3KW9xbzN5yKLt9YKDYA2
13,RITMO (Bad Boys For Life),Black Eyed Peas,2940820,2020-01-08,global,6cy3ki60hLwimwIje7tALf
14,Someone You Loved,Lewis Capaldi,2915252,2020-01-08,global,7qEHsqek33rTcFNT9PFqLf
15,Adore You,Harry Styles,2835879,2020-01-08,global,3jjujdWJ72nww5eGnfs2E7
16,My Oh My (feat. DaBaby),Camila Cabello,2784568,2020-01-08,global,3yOlyBJuViE2YSGn3nVE1K
17,Lose You To Love Me,Selena Gomez,2589673,2020-01-08,global,1HfMVBKM75vxSfsQ5VefZ5
18,bad guy,Billie Eilish,2539469,2020-01-08,global,2Fxmhks0bxGSBdJ92vM42m
19,hot girl bummer,blackbear,2365319,2020-01-08,global,7aiClxsDWFRQ0Kzk5KI5ku
20,Ride It,Regard,2271833,2020-01-08,global,2tnVG71enUj33Ic2nFN6kZ
21,Watermelon Sugar,Harry Styles,2225140,2020-01-08,global,6UelLqGlWMcVH1E5c4H7lY
22,BOP,DaBaby,2138121,2020-01-08,global,6Ozh9Ok6h4Oi1wUSLtBseN
23,Before You Go,Lewis Capaldi,2087944,2020-01-08,global,2gMXnyrvIjhVBUZwvLZDMP
24,Vete,Bad Bunny,2079126,2020-01-08,global,5DxXgozhkPLgrbKFY91w0c
25,HIGHEST IN THE ROOM,Travis Scott,2016638,2020-01-08,global,3eekarcy7kvN4yt5ZFzltW
26,No Idea,Don Toliver,1977132,2020-01-08,global,3VyjsVV24RmBIbWJAeUJNu
27,Heartless,The Weeknd,1951116,2020-01-08,global,57vxBYXtHMk6H1aD29V7PU
28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1872218,2020-01-08,global,0RiRZpuVRbi7oqRdSMwhQY
29,I Don't Care (with Justin Bieber),Ed Sheeran,1859924,2020-01-08,global,0hVXuCcriWRGvwMV1r5Yn9
